# Constructed from biom file
#OTU ID	C01.05102014.R1.D01	C01.05102014.R1.D02	C01.05102014.R1.D03	C02.05102014.R1.D01	C02.05102014.R1.D02	C02.05102014.R1.D03	C03.05102014.R1.D01	C03.05102014.R1.D02	C03.05102014.R1.D03	C04.05102014.R1.D01	C04.05102014.R1.D02	C04.05102014.R1.D03	C05.05102014.R1.D01	C05.05102014.R1.D02	C05.05102014.R1.D03	C06.05102014.R1.D01	C06.05102014.R1.D02	C06.05102014.R1.D03	C07.05102014.R1.D01	C07.05102014.R1.D02	C07.05102014.R1.D03	C08.05102014.R1.D01	C08.05102014.R1.D02	C08.05102014.R1.D03	C09.05102014.R2.D04	C09.05102014.R2.D05	C09.05102014.R2.D06	C10.05102014.R1.D01	C10.05102014.R1.D02	C10.05102014.R1.D03	C11.06102014.R1.D01	C11.06102014.R1.D02	C11.06102014.R1.D03	C12.06102014.R2.D01	C12.06102014.R2.D02	C12.06102014.R2.D03	C13.06102014.R2.D10	C13.06102014.R2.D11	C13.06102014.R2.D12	C14.06102014.R1.D01	C14.06102014.R1.D02	C14.06102014.R1.D03	C15.06102014.R2.D01	C15.06102014.R2.D02	C15.06102014.R2.D03	C16.06102014.R1.D01	C16.06102014.R1.D02	C16.06102014.R1.D03	C17.06102014.R1.D01	C17.06102014.R1.D02	C17.06102014.R1.D03	C18.06102014.RE1.D04	C18.06102014.RE1.D05	C18.06102014.RE1.D06
Unassigned;Other;Other;Other	0.00132118388973	0.00136204524714	0.00166169520151	0.0007627453384	0.00108963619771	0.000967052125472	0.000681022623572	0.00122584072243	0.000953431673	0.00117135891254	0.0011441180076	0.00113049755513	0.0012394611749	0.0011441180076	0.000912570315586	0.00141652705703	0.00272409049429	0.00170255655893	0.000967052125472	0.000912570315586	0.0011441180076	0.00113049755513	0.000967052125472	0.0007627453384	0.00103515438783	0.000394993121672	0.000435854479086	0.00163445429657	0.00141652705703	0.00149824977186	0.00198858606083	0.00416785845626	0.00234271782509	0.00216565194296	0.00208392922813	0.00132118388973	0.00193410425094	0.00250616325474	0.00178427927376	0.00148462931939	0.00243806099239	0.00234271782509	0.00134842479467	0.00107601574524	0.00138928615209	0.000830847600757	0.000953431673	0.000694643076043	0.000749124885929	0.000749124885929	0.000694643076043	0.00103515438783	0.00140290660456	0.000926190768057
k__Archaea;p__Crenarchaeota;c__Aigarchaeota;o__[Caldiarchales]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44818098857e-05	4.08613574143e-05	6.81022623572e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MBGA;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	2.72409049429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72409049429e-05	4.08613574143e-05	6.81022623572e-05	8.17227148286e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MBGA;o__	0.0	4.08613574143e-05	5.44818098857e-05	2.72409049429e-05	1.36204524714e-05	4.08613574143e-05	4.08613574143e-05	0.000108963619771	0.000136204524714	0.0	2.72409049429e-05	4.08613574143e-05	9.53431673e-05	6.81022623572e-05	1.36204524714e-05	0.000149824977186	0.000122584072243	9.53431673e-05	0.000149824977186	5.44818098857e-05	2.72409049429e-05	4.08613574143e-05	2.72409049429e-05	4.08613574143e-05	0.00640161266157	0.00765469428894	0.0045764720304	0.201037878478	0.225268663425	0.192307168444	2.72409049429e-05	0.0	4.08613574143e-05	0.125744017216	0.0941990492924	0.183453874338	0.0	0.0	0.0	0.152004249581	0.123169751699	0.0906577316498	0.0911344474863	0.0879336411556	0.0792029311214	0.00129394298479	0.0027649518517	0.000803606695814	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J	0.00125308162737	0.000681022623572	0.0013348043422	0.0006674021711	0.00155273158174	0.00224737465779	0.00254702461216	0.00344597447527	0.00416785845626	0.00344597447527	0.00350045628516	0.00418147890873	0.0050531878669	0.00373200397717	0.00437216524333	0.00177065882129	0.0012394611749	0.00129394298479	0.010950843787	0.00931638949046	0.0129258093954	5.44818098857e-05	2.72409049429e-05	1.36204524714e-05	0.0130347730152	0.0213023876653	0.014791811384	0.0521527125131	0.0370203898173	0.0337923425816	0.000980672577943	0.0011441180076	0.00115773846007	0.00836295781746	0.0106103324752	0.0179926177148	1.36204524714e-05	0.0	0.0	0.0426592571405	0.0291886296463	0.0184012312889	0.0114003187186	0.0112641141939	0.0132527002547	0.000177065882129	0.000258788596957	0.000122584072243	1.36204524714e-05	0.000108963619771	0.000149824977186	0.000245168144486	0.000708263528514	0.0003813726692
k__Archaea;p__Crenarchaeota;c__MCG;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__B10	0.0	0.0	0.0	0.0	2.72409049429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26	0.000640161266157	0.000708263528514	0.000177065882129	0.000367752216729	0.000217927239543	0.000258788596957	0.000299649954371	0.000354131764257	1.36204524714e-05	2.72409049429e-05	8.17227148286e-05	0.0	0.000367752216729	0.000299649954371	9.53431673e-05	1.36204524714e-05	0.0	0.0001906863346	0.000108963619771	6.81022623572e-05	6.81022623572e-05	0.000108963619771	1.36204524714e-05	5.44818098857e-05	0.000149824977186	0.000108963619771	2.72409049429e-05	5.44818098857e-05	0.000108963619771	0.0001906863346	5.44818098857e-05	0.0	2.72409049429e-05	0.000204306787071	0.0	4.08613574143e-05	6.81022623572e-05	0.0005720590038	0.000163445429657	4.08613574143e-05	0.0	0.000163445429657	8.17227148286e-05	9.53431673e-05	0.000177065882129	2.72409049429e-05	9.53431673e-05	0.000122584072243	2.72409049429e-05	0.000149824977186	2.72409049429e-05	4.08613574143e-05	0.000844468053229	9.53431673e-05
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44818098857e-05	1.36204524714e-05	0.0	0.0	0.0	0.0	1.36204524714e-05	5.44818098857e-05	4.08613574143e-05	0.0	0.0	0.0	2.72409049429e-05	4.08613574143e-05	2.72409049429e-05	1.36204524714e-05	5.44818098857e-05	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	0.0005720590038	0.000313270406843	0.000204306787071	0.0006674021711	0.0003813726692	0.000681022623572	0.000326890859314	0.000108963619771	0.0002860295019	0.00617006496956	0.00824037374522	0.00652419673382	0.0033370108555	0.00302374044866	0.00322804723573	0.000163445429657	0.000149824977186	0.000177065882129	0.0267914300113	0.0213704899277	0.0308094634904	8.17227148286e-05	0.000245168144486	0.000612920361214	0.0372246966044	0.0460371293534	0.0291886296463	0.00192048379847	0.00141652705703	0.0014301475095	0.000204306787071	0.000258788596957	0.0003813726692	0.0112504937414	0.00655143763876	0.0135523502091	0.00942535311023	0.00992930985167	0.0126942617034	0.0001906863346	2.72409049429e-05	0.000108963619771	0.0173115950912	0.0221059943611	0.0206894673041	0.00279219275664	0.00498508560454	0.0031463245209	0.000108963619771	6.81022623572e-05	6.81022623572e-05	0.000394993121672	0.000422234026614	0.000122584072243
