# Constructed from biom file
#OTU ID	C01.05102014.R1.D01	C01.05102014.R1.D02	C01.05102014.R1.D03	C02.05102014.R1.D01	C02.05102014.R1.D02	C02.05102014.R1.D03	C03.05102014.R1.D01	C03.05102014.R1.D02	C03.05102014.R1.D03	C04.05102014.R1.D01	C04.05102014.R1.D02	C04.05102014.R1.D03	C05.05102014.R1.D01	C05.05102014.R1.D02	C05.05102014.R1.D03	C06.05102014.R1.D01	C06.05102014.R1.D02	C06.05102014.R1.D03	C07.05102014.R1.D01	C07.05102014.R1.D02	C07.05102014.R1.D03	C08.05102014.R1.D01	C08.05102014.R1.D02	C08.05102014.R1.D03	C09.05102014.R2.D04	C09.05102014.R2.D05	C09.05102014.R2.D06	C10.05102014.R1.D01	C10.05102014.R1.D02	C10.05102014.R1.D03	C11.06102014.R1.D01	C11.06102014.R1.D02	C11.06102014.R1.D03	C12.06102014.R2.D01	C12.06102014.R2.D02	C12.06102014.R2.D03	C13.06102014.R2.D10	C13.06102014.R2.D11	C13.06102014.R2.D12	C14.06102014.R1.D01	C14.06102014.R1.D02	C14.06102014.R1.D03	C15.06102014.R2.D01	C15.06102014.R2.D02	C15.06102014.R2.D03	C16.06102014.R1.D01	C16.06102014.R1.D02	C16.06102014.R1.D03	C17.06102014.R1.D01	C17.06102014.R1.D02	C17.06102014.R1.D03	C18.06102014.RE1.D04	C18.06102014.RE1.D05	C18.06102014.RE1.D06
Unassigned;Other;Other	0.00132118388973	0.00136204524714	0.00166169520151	0.0007627453384	0.00108963619771	0.000967052125472	0.000681022623572	0.00122584072243	0.000953431673	0.00117135891254	0.0011441180076	0.00113049755513	0.0012394611749	0.0011441180076	0.000912570315586	0.00141652705703	0.00272409049429	0.00170255655893	0.000967052125472	0.000912570315586	0.0011441180076	0.00113049755513	0.000967052125472	0.0007627453384	0.00103515438783	0.000394993121672	0.000435854479086	0.00163445429657	0.00141652705703	0.00149824977186	0.00198858606083	0.00416785845626	0.00234271782509	0.00216565194296	0.00208392922813	0.00132118388973	0.00193410425094	0.00250616325474	0.00178427927376	0.00148462931939	0.00243806099239	0.00234271782509	0.00134842479467	0.00107601574524	0.00138928615209	0.000830847600757	0.000953431673	0.000694643076043	0.000749124885929	0.000749124885929	0.000694643076043	0.00103515438783	0.00140290660456	0.000926190768057
k__Archaea;p__Crenarchaeota;c__Aigarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44818098857e-05	4.08613574143e-05	6.81022623572e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MBGA	0.00125308162737	0.000721883980986	0.00138928615209	0.000694643076043	0.00156635203421	0.0022882360152	0.00258788596957	0.00355493809504	0.00431768343344	0.00344597447527	0.0035276971901	0.00422234026614	0.0051485310342	0.00380010623953	0.0043857856958	0.00192048379847	0.00136204524714	0.00138928615209	0.0111006687642	0.00937087130034	0.0129530503003	9.53431673e-05	5.44818098857e-05	5.44818098857e-05	0.0194500061292	0.0289843228592	0.0193682834144	0.253190590991	0.262289053242	0.226099511026	0.00100791348289	0.0011441180076	0.00119859981749	0.134106975034	0.104809381768	0.201446492052	1.36204524714e-05	0.0	0.0	0.194663506722	0.152358381345	0.109086203844	0.102575627562	0.0992658576118	0.0925373540909	0.00147100886691	0.00302374044866	0.000926190768057	1.36204524714e-05	0.000108963619771	0.000149824977186	0.000245168144486	0.000708263528514	0.0003813726692
k__Archaea;p__Crenarchaeota;c__MCG	0.000640161266157	0.000708263528514	0.000177065882129	0.000367752216729	0.000245168144486	0.000258788596957	0.000299649954371	0.000354131764257	1.36204524714e-05	2.72409049429e-05	8.17227148286e-05	0.0	0.000367752216729	0.000299649954371	0.000108963619771	1.36204524714e-05	1.36204524714e-05	0.0001906863346	0.000108963619771	6.81022623572e-05	6.81022623572e-05	0.000108963619771	1.36204524714e-05	5.44818098857e-05	0.000149824977186	0.000108963619771	2.72409049429e-05	5.44818098857e-05	0.000108963619771	0.0001906863346	5.44818098857e-05	0.0	2.72409049429e-05	0.000204306787071	0.0	4.08613574143e-05	6.81022623572e-05	0.0005720590038	0.000163445429657	4.08613574143e-05	0.0	0.000163445429657	9.53431673e-05	9.53431673e-05	0.000177065882129	2.72409049429e-05	9.53431673e-05	0.000122584072243	2.72409049429e-05	0.000149824977186	2.72409049429e-05	4.08613574143e-05	0.000844468053229	9.53431673e-05
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota	0.00265598823193	0.00220651330037	0.00216565194296	0.0020022065133	0.00227461556273	0.00182514063117	0.00149824977186	0.000994293030414	0.00107601574524	0.00663316035359	0.00863536686689	0.00720521935739	0.00463095384029	0.0041950993612	0.0040044130266	0.000585679456272	0.000408613574143	0.000326890859314	0.0270365981558	0.0217791035018	0.0310818725398	0.00115773846007	0.00175703836881	0.00296925863877	0.0385322600417	0.0468679769542	0.0302101635816	0.0027649518517	0.00235633827756	0.00198858606083	0.0013348043422	0.00125308162737	0.00159359293916	0.012884948038	0.0081041692205	0.015513695365	0.0131301161825	0.0132799411596	0.0167940178973	0.00592489682507	0.00555714460834	0.0040997561939	0.0199675833231	0.0246802598782	0.0242171644942	0.0100518939239	0.0142333728326	0.0108146392623	0.00424958117109	0.00510766967679	0.0058159332053	0.00193410425094	0.00280581320911	0.00149824977186
k__Archaea;p__Crenarchaeota;c__Thermoprotei	1.36204524714e-05	5.44818098857e-05	8.17227148286e-05	1.36204524714e-05	0.0	2.72409049429e-05	1.36204524714e-05	6.81022623572e-05	1.36204524714e-05	1.36204524714e-05	0.0	0.0	1.36204524714e-05	0.000108963619771	0.0	0.0	2.72409049429e-05	0.000108963619771	5.44818098857e-05	5.44818098857e-05	1.36204524714e-05	0.0	0.0	4.08613574143e-05	0.135060406707	0.198872226535	0.154020076547	0.0130756343726	0.0133344229695	0.0108282597148	0.0	0.0	2.72409049429e-05	0.000585679456272	0.000531197646386	0.000803606695814	0.000340511311786	0.000422234026614	0.000299649954371	4.08613574143e-05	2.72409049429e-05	0.0	0.000640161266157	0.000149824977186	0.000885329410643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0	4.08613574143e-05	0.0	0.0	0.0	0.0	0.0	4.08613574143e-05	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05
k__Archaea;p__Euryarchaeota;c__Methanomicrobia	2.72409049429e-05	1.36204524714e-05	0.0	1.36204524714e-05	4.08613574143e-05	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	2.72409049429e-05	0.0	2.72409049429e-05	2.72409049429e-05	0.0	0.0	0.0	0.0	1.36204524714e-05	2.72409049429e-05	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	0.000531197646386	0.000503956741443	0.00111687710266	0.000721883980986	0.000544818098857	0.0004767158365	0.0007627453384	0.000408613574143	0.000367752216729	0.00102153393536	0.000844468053229	0.00236995873003	0.000898949863114	0.000735504433457	0.000776365790872	0.0108146392623	0.00649695582887	0.00708263528514	0.000258788596957	0.000490336288972	0.000517577193914	0.000340511311786	0.000340511311786	0.000463095384029	0.00113049755513	0.00140290660456	0.00170255655893	0.00245168144486	0.00189324289353	0.00187962244106	4.08613574143e-05	8.17227148286e-05	0.000122584072243	0.000258788596957	0.000217927239543	0.000313270406843	0.0004767158365	0.000231547692014	0.000408613574143	0.000449474931557	8.17227148286e-05	8.17227148286e-05	6.81022623572e-05	0.000177065882129	0.000435854479086	0.00138928615209	0.0011441180076	0.00138928615209	6.81022623572e-05	0.000163445429657	0.000136204524714	0.000258788596957	0.000354131764257	0.000299649954371
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea]	0.0	0.0	0.0	0.0	0.0	5.44818098857e-05	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36204524714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
